"Latitude","Longitude","Code de l'entité","Libellé","Surface de bassin versant hydrologique (km²)","Surface de bassin versant topographique (km²)","Débit (m³/s)","Intervalle de confiance","Taille de l'échantillon"
"45.9366425","-0.5266468","R6142924","La Boutonne à Saint-Jean-d'Angély","","969.57","","0.95","4"
"45.9366425","-0.5266468","R614292401","La Boutonne à Saint-Jean-d'Angély - Pont Saint-Jacques","","969.57","","0.95","4"
"45.9395774","-0.5241604","R614292402","La Boutonne à Saint-Jean-d'Angély - Puychérand","","969.57","","0.95","0"
"45.941015","-0.5225728","R614292403","La Boutonne à Saint-Jean-d'Angély - Saint-Eutrope","","969.57","0.592","0.95","8"
"45.9366515","-0.5266474","R614292404","La Boutonne à Saint-Jean-d'Angély","","969.57","67.1","0.95","8"
"46.036696","-0.6339323","R6164610","La Trézence à Puyrolland [Tournay]","","72.96","6.62","0.95","34"
"46.036696","-0.6339323","R616461001","La Trézence à Puyrolland [Tournay]","","72.96","6.62","0.95","34"
"45.9832226","-0.6669038","R6164710","La Trézence à Saint-Loup [Pont Rouge]","","113","","0.95","0"
"45.9832226","-0.6669038","R616471001","La Trézence à Saint-Loup [Pont Rouge]","","113","","0.95","0"
"45.9653524","-0.7027101","R6180010","La Boutonne à Tonnay-Boutonne","","1246.83","","0.95","1"
"45.9653888","-0.7026996","R618001001","La Boutonne à Tonnay-Boutonne","","1246.83","","0.95","1"
"45.9153019","-0.8272253","R6182910","La Boutonne à Cabariot [Carillon]","","1320","","0.95","0"
"45.9153019","-0.8272253","R618291001","La Boutonne à Cabariot [Carillon]","","1320","","0.95","1"
"45.8277494","-0.8782801","R7130010","L'Arnoult à Pont-l'Abbé-d'Arnoult","","215","","0.95","0"
"45.8277494","-0.8782801","R713001001","L'Arnoult à Pont-l'Abbé-d'Arnoult","","215","","0.95","1"
"45.946489","-0.9534922","R7300010","La Charente à Rochefort","","9604.18","","0.95","0"
"45.946489","-0.9534922","R730001001","La Charente à Rochefort","","9604.18","","0.95","0"
"45.9630394","-0.9913345","R7310010","La Charente [estuaire] à Vergeroux [La Sablière]","","","","0.95","0"
"45.9630394","-0.9913345","R731001001","La Charente [estuaire] à Vergeroux [La Sablière]","","","","0.95","0"
"45.8534291","-1.1776941","S0000001","Le chenal de Daire [Océan] à Bourcefranc-le-Chapus","","","","0.95","0"
"45.8534291","-1.1776941","S000000101","Le chenal de Daire [Océan] à Bourcefranc-le-Chapus","","","","0.95","0"
"45.564598","-0.7210608","S0100010","La Seudre à Gémozac","","100","","0.95","0"
"45.564598","-0.7210608","S010001001","La Seudre à Gémozac","","100","","0.95","0"
"45.6034172","-0.7481476","S0114010","La Seudre à Saint-André-de-Lidon [Pont de Saint-André]","","226.85","3.92","0.95","43"
"45.6035693","-0.7489927","S011401001","La Seudre à Saint-André-de-Lidon [Pont de Saint-André] - Ancienne","","226.85","4.03","0.95","37"
"45.6035693","-0.7489927","S011401002","La Seudre à Saint-André-de-Lidon [Pont de Saint-André] - Débitmètre","","226.85","","0.95","0"
"45.6034172","-0.7481476","S011401003","La Seudre à Saint-André-de-Lidon [Pont de Saint-André]","","226.85","3.28","0.95","11"
"45.6457678","-0.8517474","S0114510","La Seudre à Corme-Écluse","","307.21","6.17","0.95","17"
"45.6457678","-0.8517474","S011451001","La Seudre à Corme-Écluse","","307.21","6.17","0.95","17"
"45.6740862","-0.9250572","S0120010","La Seudre à Saujon","","376.82","","0.95","0"
"45.6740862","-0.9250572","S012001001","La Seudre à Saujon","","376.82","","0.95","0"
"45.7092342","-0.9727756","S0120012","La Seudre à l'Éguille","","455.34","","0.95","0"
"45.7092342","-0.9727756","S012001201","La Seudre à l'Éguille","","455.34","","0.95","0"
"45.7998336","-1.1374481","S0130001","La Seudre [Estuaire] à Marennes","","756.62","","0.95","0"
"45.7998336","-1.1374481","S013000101","La Seudre [Estuaire] à Marennes - Marennes","","756.62","","0.95","0"
"45.6205761","-1.0278063","S0200010","[La Gironde] à Royan","","","","0.95","0"
"45.6205761","-1.0278063","S020001001","[La Gironde] à Royan","","","","0.95","0"
"45.24825","-0.5702827","S0364010","La Livenne [partielle] à Saint-Aubin-de-Blaye","","","","0.95","0"
"45.24825","-0.5702827","S036401001","La Livenne [partielle] à Saint-Aubin-de-Blaye","","","","0.95","0"
"45.2497114","-0.5710909","S0364310","Le canal de Saint-Simon à Saint-Aubin-de-Blaye","","","","0.95","0"
"45.2497114","-0.5710909","S036431001","Le canal de Saint-Simon à Saint-Aubin-de-Blaye","","","","0.95","1"
"45.5638266","-1.0616001","S1000010","[La Gironde] au Verdon-sur-Mer","","","","0.95","0"
"45.5638266","-1.0616001","S100001001","[La Gironde] au Verdon-sur-Mer","","","","0.95","0"
"45.5638266","-1.0616001","S100001002","[La Gironde] au Verdon-sur-Mer - Station GPMB","","","","0.95","0"
"45.5684008","-1.0615246","S100001003","[La Gironde] au Verdon-sur-Mer - Station SHOM","","","","0.95","0"
"45.443275","-0.9252032","S1000013","[La Gironde] à Jau-Dignac-et-Loirac","","","","0.95","0"
"45.443275","-0.9252032","S100001301","[La Gironde] à Jau-Dignac-et-Loirac - Richard - Station GPMB","","","","0.95","0"
"45.3357402","-0.795241","S1020001","[La Gironde] à Saint-Yzans-de-Médoc","","","","0.95","0"
"45.3357402","-0.795241","S102000101","[La Gironde] à Saint-Yzans-de-Médoc - Lamena - Station GPMB","","","","0.95","0"
"45.2180487","-0.7462509","S1100002","[La Gironde] à Pauillac","","","","0.95","0"
"45.2180487","-0.7462509","S110000201","[La Gironde] à Pauillac","","","","0.95","0"
"45.2195421","-0.7460707","S110000202","[La Gironde] à Pauillac - Station GPMB","","","","0.95","0"
"45.117264","-0.7002678","S1120001","Le chenal du Milieu [La Gironde] à Cussac-Fort-Médoc","","","","0.95","0"
"45.117264","-0.7002678","S112000101","Le chenal du Milieu [La Gironde] à Cussac-Fort-Médoc - Médoc - Station GPMB","","","","0.95","0"
"45.1989637","-1.0718619","S1205110","La Craste Matouse à Hourtin [Nord]","","17","","0.95","0"
"45.1989637","-1.0718619","S120511001","La Craste Matouse à Hourtin [Nord]","","17","","0.95","4"
"45.1990022","-1.0720433","S1205111","La Craste Matouse à Hourtin","","","","0.95","0"
"45.1990022","-1.0720433","S120511101","La Craste Matouse à Hourtin - [191 - Craste de la Matouse]","","","","0.95","0"
"45.126712","-1.0450321","S1215010","La Berle de la Garroueyre à Hourtin","","33.2","","0.95","0"
"45.126712","-1.0450321","S121501001","La Berle de la Garroueyre à Hourtin","","33.2","","0.95","6"
"44.8301171","-0.9604959","S1215012","à Lanton","","","","0.95","0"
"44.8301171","-0.9604959","S121501201","à Lanton - [102]","","","","0.95","0"
"44.9580326","-0.9755816","S1215013","Le canal de la Berle à Sainte-Hélène","","","","0.95","0"
"44.9580326","-0.9755816","S121501301","Le canal de la Berle à Sainte-Hélène - [73 - Craste de la Levade]","","","","0.95","0"
"44.9414539","-0.9842121","S1215014","Craste de l'Eyron à Saumos","","","","0.95","0"
"44.9414539","-0.9842121","S121501401","Craste de l'Eyron à Saumos - [77 - Craste de l'Eyron]","","","","0.95","0"
"45.0025869","-1.002654","S1215015","Craste du Pont des Tables à Lacanau","","","","0.95","0"
"45.0025869","-1.002654","S121501501","Craste du Pont des Tables à Lacanau - [91]","","","","0.95","0"
"44.9953352","-1.0877245","S1215016","Craste du Pont des Tables à Lacanau","","","","0.95","0"
"44.9953352","-1.0877245","S121501601","Craste du Pont des Tables à Lacanau - [96 - Pont des Tables]","","","","0.95","0"
"44.9732688","-1.080527","S1215017","Le canal de la Berle à Lacanau","","","","0.95","0"
"44.9732688","-1.080527","S121501701","Le canal de la Berle à Lacanau - [98 - Canal de la Berle]","","","","0.95","0"
"44.859706","-0.9776462","S1215018","Craste Neuve au Temple","","","","0.95","0"
"44.859706","-0.9776462","S121501801","Craste Neuve au Temple - [101 - Craste Neuve]","","","","0.95","0"
"44.8755874","-1.0481452","S1215019","Craste de Goupilleyre au Porge","","","","0.95","0"
"44.8755874","-1.0481452","S121501901","Craste de Goupilleyre au Porge - [105 - Craste de la Goupilleyre]","","","","0.95","0"
"44.8310166","-1.1275335","S1215020","Craste de Goupilleyre au Porge","","","","0.95","0"
"44.8310166","-1.1275335","S121502001","Craste de Goupilleyre au Porge - [107]","","","","0.95","0"
"44.9236909","-1.106275","S1215021","Craste Dreyt à Lacanau","","","","0.95","0"
"44.9236909","-1.106275","S121502101","Craste Dreyt à Lacanau - [137 - Craste Dreyt]","","","","0.95","0"
"44.9310054","-1.0703455","S1215022","Le canal de Caupos à Lacanau","","","","0.95","0"
"44.9310054","-1.0703455","S121502201","Le canal de Caupos à Lacanau - [139 - Canal de Caupos]","","","","0.95","0"
"44.9404568","-1.0445236","S1215023","Le canal de Caupos à Lacanau","","","","0.95","0"
"44.9404568","-1.0445236","S121502301","Le canal de Caupos à Lacanau - [141 - Canal de Caupos]","","","","0.95","0"
"44.9582557","-0.9787449","S1215024","[Etang de la Levade] à Sainte-Hélène","","","","0.95","0"
"44.9582557","-0.9787449","S121502401","[Etang de la Levade] à Sainte-Hélène - [149 - Etang de la Levade]","","","","0.95","0"
"44.9287996","-1.0301406","S1215025","Craste Castagnot à Saumos","","","","0.95","0"
"44.9287996","-1.0301406","S121502501","Craste Castagnot à Saumos - [152 - Craste Castagnot]","","","","0.95","0"
"44.8873041","-0.9913818","S1215027","Craste Courtieux à Saumos","","","","0.95","0"
"44.8873041","-0.9913818","S121502701","Craste Courtieux à Saumos - [161 - Craste Courtieux]","","","","0.95","0"
"44.825398","-1.1286078","S1215028","au Porge","","","","0.95","0"
"44.825398","-1.1286078","S121502801","au Porge - [174 - Le Canal]","","","","0.95","0"
"44.9075876","-1.0817316","S1215029","Craste de Goupilleyre au Porge","","","","0.95","0"
"44.9075876","-1.0817316","S121502901","Craste de Goupilleyre au Porge - [181 - Craste de la Goupilleyre]","","","","0.95","0"
"44.8382357","-1.1513214","S1315010","Le canal des Etangs au Porge [Lauros]","","801","","0.95","0"
"44.8382357","-1.1513214","S131501001","Le canal des Etangs au Porge [Lauros]","","801","18.8","0.95","10"
"44.3105496","-0.7587449","S2040001","La Grande Leyre à Pissos","","497","","0.95","5"
"44.3105496","-0.7587449","S204000101","La Grande Leyre à Pissos","","497","","0.95","5"
"44.3748038","-0.6860182","S2134010","La Petite Leyre à Belhade","","403","15.6","0.95","28"
"44.3746551","-0.6864231","S213401001","La Petite Leyre à Belhade","","403","15.6","0.95","28"
"44.4108062","-0.7523954","S2224610","Le ruisseau de Castera à Moustey [Biganon]","","108","7.37","0.95","52"
"44.4108058","-0.7524079","S222461001","Le ruisseau de Castera à Moustey [Biganon]","","108","7.37","0.95","52"
"44.4202247","-0.821277","S2235010","Le ruisseau de Lilaire à Belin-Béliet [Muret]","","33.5","","0.95","0"
"44.4202247","-0.821277","S223501001","Le ruisseau de Lilaire à Belin-Béliet [Muret]","","33.5","","0.95","1"
"44.465132","-0.7721619","S2235610","Le ruisseau de Bouron à Belin-Béliet [Moulin du Moine]","","36","1.58","0.95","48"
"44.465132","-0.7721619","S223561001","Le ruisseau de Bouron à Belin-Béliet [Moulin du Moine]","","36","1.58","0.95","48"
"44.547848","-0.8713117","S2242510","La Grande Leyre à Salles","","1650","66.6","0.95","50"
"44.5478386","-0.8713236","S224251001","La Grande Leyre à Salles","","1650","66.6","0.95","50"
"44.4481447","-0.9131871","S2245510","Le fossé de la Longère à Belin-Béliet [Lugos]","","55","","0.95","0"
"44.4481447","-0.9131871","S224551001","Le fossé de la Longère à Belin-Béliet [Lugos]","","55","","0.95","0"
"44.6590002","-0.9892201","S2275110","Le ruisseau de Tagon à Biganos","","16.8","","0.95","0"
"44.6590002","-0.9892201","S227511001","Le ruisseau de Tagon à Biganos","","16.8","0.837","0.95","9"
"44.3372642","-1.0509213","S3124310","Le ruisseau des Forges à Parentis-en-Born","","95.1","6.93","0.95","23"
"44.3372642","-1.0509213","S312431001","Le ruisseau des Forges à Parentis-en-Born","","95.1","6.93","0.95","23"
"44.427442","-1.1752497","S3145010","Le canal des Landes à Biscarrosse [Navarosse]","","275","","0.95","0"
"44.427442","-1.1752497","S314501001","Le canal des Landes à Biscarrosse [Navarosse]","","275","","0.95","0"
"44.2337263","-1.1511118","S3214010","Le ruisseau de Canteloup à Saint-Paul-en-Born","","155","8.13","0.95","28"
"44.2337263","-1.1511118","S321401001","Le ruisseau de Canteloup à Saint-Paul-en-Born","","155","8.13","0.95","28"
"44.2337206","-1.1515","S3225010","Le ruisseau de Canteloup à Sainte-Eulalie-en-Born [Serbiat]","","600","","0.95","0"
"44.2337206","-1.1515","S322501001","Le ruisseau de Canteloup à Sainte-Eulalie-en-Born [Serbiat]","","600","","0.95","0"
"43.8856992","-1.1816405","S4114010","Le ruisseau de la Palue à Castets","","87","","0.95","0"
"43.8856992","-1.1816405","S411401001","Le ruisseau de la Palue à Castets","","87","2.85","0.95","7"
"43.7813886","-1.225079","S4214010","Le courant de Soustons à Magescq","","60","2.76","0.95","50"
"43.7813886","-1.225079","S421401001","Le courant de Soustons à Magescq","","60","2.76","0.95","50"
"43.7480526","-1.3441567","S4235410","Le ruisseau de Bibic à Soustons","","30.8","","0.95","0"
"43.7480526","-1.3441567","S423541001","Le ruisseau de Bibic à Soustons","","30.8","","0.95","6"
"43.3214689","-1.5499491","S5144010","La Nivelle à Saint-Pée-sur-Nivelle [Pont de Cherchebruit]","","138","54.2","0.95","28"
"43.3214694","-1.5499368","S514401001","La Nivelle à Saint-Pée-sur-Nivelle [Pont de Cherchebruit]","","138","54.2","0.95","28"
"43.3847703","-1.6639831","S5160010","La Nivelle à Ciboure","","238","","0.95","0"
"43.3847703","-1.6639831","S516001001","La Nivelle à Ciboure","","238","","0.95","0"
"48.0375599","5.9783089","U0020010","La Saône à Monthureux-sur-Saône","","228","40.3","0.95","36"
"48.0375599","5.9783089","U002001001","La Saône à Monthureux-sur-Saône","","228","40.3","0.95","36"
"47.9635764","5.7447129","U0045004","L'Apance [amont] à Bourbonne-les-Bains","","","17.8","0.95","16"
"47.9635764","5.7447129","U004500401","L'Apance [amont] à Bourbonne-les-Bains","","","17.8","0.95","16"
"47.9625373","5.7494857","U0045005","L'Apance à Bourbonne-les-Bains [Source]","","","","0.95","5"
"47.9625373","5.7494857","U004500501","L'Apance à Bourbonne-les-Bains [Source]","","","","0.95","5"
"48.0818841","6.3018839","U0104010","Le Coney à Xertigny","53","53","6.17","0.95","44"
"48.0818841","6.3018839","U010401001","Le Coney à Xertigny","53","53","6.04","0.95","47"
"47.9726443","6.194856","U0124010","Le Coney à Fontenoy-le-Château","","317","40.6","0.95","36"
"47.9726443","6.194856","U012401001","Le Coney à Fontenoy-le-Château","","317","40.6","0.95","36"
"47.8289399","5.6302878","U0204001","L'Amance à Maizières-sur-Amance","","","16.3","0.95","15"
"47.8289196","5.6303435","U020400101","L'Amance à Maizières-sur-Amance","","","16.3","0.95","15"
"47.8575284","5.9313469","U0230010","La Saône à Cendrecourt","","1160","151","0.95","59"
"47.8575284","5.9313469","U023001001","La Saône à Cendrecourt","","1160","151","0.95","59"
"47.854472","5.8743633","U0234010","L'Amance à Raincourt","","430","","0.95","0"
"47.854472","5.8743633","U023401001","L'Amance à Raincourt","","430","35.1","0.95","21"
"47.8273134","6.5011059","U0415010","Le Breuchin à la Proiselière-et-Langle","","123","35.6","0.95","53"
"47.8273134","6.5011059","U041501001","Le Breuchin à la Proiselière-et-Langle","","123","35.6","0.95","53"
"47.8335526","6.4345664","U0415020","Le Breuchin à Froideconche [La Lie aux Moines]","","174","","0.95","0"
"47.8335526","6.4345664","U041502001","Le Breuchin à Froideconche [La Lie aux Moines]","","174","","0.95","1"
"47.8006677","6.3127097","U0415030","Le Breuchin à Breuches [Champs Coquards]","","","40.3","0.95","13"
"47.8006677","6.3127097","U041503001","Le Breuchin à Breuches [Champs Coquards]","","","40.3","0.95","13"
"47.8199179","6.2613336","U0424010","La Lanterne à Briaucourt","","391","","0.95","0"
"47.8199179","6.2613336","U042401001","La Lanterne à Briaucourt","","391","","0.95","4"
"47.8856447","6.2717458","U0444310","La Sémouse à Saint-Loup-sur-Semouse","","222","44.0","0.95","49"
"47.8856447","6.2717458","U044431001","La Sémouse à Saint-Loup-sur-Semouse","","222","44.0","0.95","49"
"47.9229579","6.4793013","U0455010","La Combeauté au Val-d'Ajol","","63","16.0","0.95","31"
"47.9229579","6.4793013","U045501001","La Combeauté au Val-d'Ajol","","63","16.0","0.95","31"
"47.8782871","6.2320489","U0460500","Le Planey [source] à Anjeux [amont]","","","","0.95","0"
"47.8782871","6.2320489","U046050001","Le Planey [source] à Anjeux [amont]","","","","0.95","0"
"47.8676249","6.2182011","U0460510","Le Planey à Anjeux [Le Triquet]","","30","7.69","0.95","20"
"47.8676249","6.2182011","U046051001","Le Planey à Anjeux [Le Triquet]","","30","7.69","0.95","20"
"47.7483548","6.0762035","U0474010","La Lanterne à Fleurey-lès-Faverney","","1020","130","0.95","59"
"47.7483548","6.0762035","U047401001","La Lanterne à Fleurey-lès-Faverney","","1020","130","0.95","59"
"47.6584565","6.2092554","U0504010","Le Durgeon à Colombier","","","12.6","0.95","16"
"47.6584565","6.2092554","U050401001","Le Durgeon à Colombier","","","12.6","0.95","16"
"47.6590739","6.1784384","U0515010","Le Bâtard à Villeparois","","","8.73","0.95","14"
"47.6590739","6.1784384","U051501001","Le Bâtard à Villeparois","","","8.73","0.95","14"
"47.6194013","6.1850554","U0525010","La Colombine à Frotey-lès-Vesoul","205","142","23.2","0.95","30"
"47.6194013","6.1850554","U052501001","La Colombine à Frotey-lès-Vesoul","205","142","23.2","0.95","30"
"47.6128768","6.1900881","U0525610","La Font de Champdamois à Quincey","","119","","0.95","0"
"47.6128768","6.1900881","U052561001","La Font de Champdamois à Quincey","","119","","0.95","1"
"47.6264126","6.0641225","U0534010","Le Durgeon à Chariez","","375","","0.95","0"
"47.6264126","6.0641225","U053401001","Le Durgeon à Chariez","","375","","0.95","3"
"47.6354862","6.0333123","U0534020","Le Durgeon à Pontcey","","410","","0.95","0"
"47.6354862","6.0333123","U053402001","Le Durgeon à Pontcey","","410","50.9","0.95","12"
"47.6417773","5.9704415","U0600010","La Saône à Scey-sur-Saône-et-Saint-Albin [Saint-Albin]","","3494","","0.95","5"
"47.6417773","5.9704415","U060001001","La Saône à Scey-sur-Saône-et-Saint-Albin [Saint-Albin]","","3494","","0.95","5"
"47.5765278","5.8261398","U0610010","La Saône à Ray-sur-Saône","3807","3740","395","0.95","59"
"47.5765278","5.8261398","U061001001","La Saône à Ray-sur-Saône","3807","3740","395","0.95","59"
"47.5540543","5.8428466","U0620510","La Romaine à Fresne-Saint-Mamès","","201","","0.95","0"
"47.5540543","5.8428466","U062051001","La Romaine à Fresne-Saint-Mamès","","201","27.2","0.95","7"
"47.4949139","6.0073833","U0620530","La Romaine à Maizières","83.5","28","6.24","0.95","27"
"47.4894256","6.0137465","U062053001","La Romaine à Maizières","83.5","28","","0.95","6"
"47.4949139","6.0073833","U062053002","La Romaine à Maizières","83.5","28","7.50","0.95","21"
"47.6058572","5.7953567","U0635010","La Gourgeonne à Tincey-et-Pontrebeau","","140","12.9","0.95","49"
"47.6058572","5.7953567","U063501001","La Gourgeonne à Tincey-et-Pontrebeau","","140","12.9","0.95","49"
"47.6909882","5.4629527","U0704010","Le Salon à Coublanc","","124","","0.95","0"
"47.6909882","5.4629527","U070401001","Le Salon à Coublanc","","124","","0.95","5"
"47.690557","5.4590517","U0715010","La Resaigne à Coublanc","","54","","0.95","0"
"47.690557","5.4590517","U071501001","La Resaigne à Coublanc","","54","","0.95","0"
"47.5691471","5.6474438","U0724010","Le Salon à Denèvre","","390","41.8","0.95","53"
"47.5691471","5.6474438","U072401001","Le Salon à Denèvre","","390","41.8","0.95","53"
"47.4467416","5.6990427","U0815010","La Morte à Saint-Broing","","235","15.5","0.95","35"
"47.4467416","5.6990427","U081501001","La Morte à Saint-Broing","","235","15.5","0.95","35"
"47.4496494","5.5909325","U0820010","La Saône à Gray","","5390","454","0.95","27"
"47.4496494","5.5909325","U082001001","La Saône à Gray","","5390","454","0.95","27"
"47.5099022","5.5265907","U0825110","Le ruisseau des Ecoulottes de Vars à Auvet-et-la-Chapelotte","","2.5","","0.95","0"
"47.5099022","5.5265907","U082511001","Le ruisseau des Ecoulottes de Vars à Auvet-et-la-Chapelotte","","2.5","","0.95","0"
"47.577921","5.4062203","U0924010","La Vingeanne à Saint-Maurice-sur-Vingeanne","","398","29.4","0.95","52"
"47.577921","5.4062203","U092401001","La Vingeanne à Saint-Maurice-sur-Vingeanne","","398","29.4","0.95","52"
"47.4215795","5.3672179","U0924020","La Vingeanne à Oisilly","","609","37.6","0.95","51"
"47.4215795","5.3672179","U092402001","La Vingeanne à Oisilly","","609","37.6","0.95","51"
"47.8027314","6.66762","U1004010","L'Ognon à Servance [Fourguenons]","","73.5","32.7","0.95","53"
"47.8027314","6.66762","U100401001","L'Ognon à Servance [Fourguenons]","","73.5","32.7","0.95","53"
"47.6549588","6.4808131","U1014010","L'Ognon à Vouhenans","","203","","0.95","0"
"47.6549588","6.4808131","U101401001","L'Ognon à Vouhenans","","203","","0.95","2"
"47.7401877","6.5607547","U1014020","L'Ognon à Montessaux","","168","50.3","0.95","29"
"47.7401877","6.5607547","U101402001","L'Ognon à Montessaux","","168","50.3","0.95","29"
"47.7307495","6.7300251","U1025010","Le Rahin à Plancher-Bas","","33","18.0","0.95","55"
"47.7307495","6.7300251","U102501001","Le Rahin à Plancher-Bas","","33","18.0","0.95","54"
"47.7307495","6.7300251","U102501002","Le Rahin à Plancher-Bas - Sonde RG","","33","","0.95","1"
"47.705588","6.7222291","U1025020","Le Rahin à Champagney [Plancher Bas, Monument]","","52","","0.95","0"
"47.705588","6.7222291","U102502001","Le Rahin à Champagney [Plancher Bas, Monument]","","52","","0.95","0"
"47.6240132","6.4801134","U1025030","Le Rahin au Val-de-Gouhenans","","149","","0.95","0"
"47.6240132","6.4801134","U102503001","Le Rahin au Val-de-Gouhenans","","149","","0.95","1"
"47.5683539","6.4905317","U1035410","Le Scey à Beveuge","","180","19.6","0.95","41"
"47.5683539","6.4905317","U103541001","Le Scey à Beveuge","","180","19.6","0.95","41"
"47.5078299","6.3541629","U1044010","L'Ognon à Chassey-lès-Montbozon [Bonnal]","840","852","140","0.95","36"
"47.5078299","6.3541629","U104401001","L'Ognon à Chassey-lès-Montbozon [Bonnal]","840","852","140","0.95","36"
"47.4158524","6.1808894","U1054010","L'Ognon à Beaumotte-Aubertans","1178","1261","176","0.95","55"
"47.4158524","6.1808894","U105401001","L'Ognon à Beaumotte-Aubertans","1178","1261","176","0.95","55"
"47.2969802","5.8244948","U1074010","L'Ognon à Chevigney-sur-l'Ognon","","1707","","0.95","0"
"47.2969802","5.8244948","U107401001","L'Ognon à Chevigney-sur-l'Ognon","","1707","186","0.95","28"
"47.3167289","5.8662669","U1074020","L'Ognon à Pin","1579","1691","176","0.95","22"
"47.3167289","5.8662669","U107402001","L'Ognon à Pin","1579","1691","176","0.95","22"
"47.2963564","5.8773749","U1075010","La Lanterne à Émagny","","30","","0.95","0"
"47.2963564","5.8773749","U107501001","La Lanterne à Émagny","","30","","0.95","0"
"47.2745478","5.8415413","U1075210","Le ruisseau de Recologne à Recologne","","29","","0.95","0"
"47.2745478","5.8415413","U107521001","Le ruisseau de Recologne à Recologne","","29","","0.95","0"
"47.2716438","5.8760248","U1075220","Le ruisseau de Recologne à Noironte","","18","","0.95","0"
"47.2716438","5.8760248","U107522001","Le ruisseau de Recologne à Noironte","","18","","0.95","0"
"47.2628243","5.8206614","U1075410","Le ruisseau de Recologne à Franey","","40","","0.95","0"
"47.2628243","5.8206614","U107541001","Le ruisseau de Recologne à Franey","","40","","0.95","0"
"47.2931967","5.5450174","U1084010","L'Ognon à Pesmes","1948","2058","209","0.95","59"
"47.2932868","5.5451357","U108401001","L'Ognon à Pesmes","1948","2058","209","0.95","59"
"47.5841733","5.1898324","U1109010","La Venelle à Selongey","","56","4.69","0.95","53"
"47.5841733","5.1898324","U110901001","La Venelle à Selongey","","56","4.69","0.95","53"
"47.5300387","5.2329206","U1109011","La Venelle à Véronnes","","102.3","2.11","0.95","16"
"47.5300496","5.2329153","U110901101","La Venelle à Véronnes","","102.3","2.11","0.95","16"
"47.494885","5.2149376","U1109012","La Venelle à Lux","121.7","","1.72","0.95","14"
"47.494885","5.2149376","U110901201","La Venelle à Lux","121.7","","1.72","0.95","14"
"47.457225","5.2778507","U1115020","La Bèze à Bèze [Ferme de Rome]","","400","12.3","0.95","41"
"47.457225","5.2778507","U111502001","La Bèze à Bèze [Ferme de Rome]","","400","12.3","0.95","41"
"47.4709288","5.2692166","U1115030","La Bèze à Bèze [grotte]","","400","","0.95","0"
"47.4709288","5.2692166","U111503001","La Bèze à Bèze [grotte]","","400","","0.95","6"
"47.4444077","5.2889875","U1115210","Le Pannecul à Noiron-sur-Bèze [Rente de l'Ile]","","11.5","0.911","0.95","45"
"47.4444077","5.2889875","U111521001","Le Pannecul à Noiron-sur-Bèze [Rente de l'Ile]","","11.5","0.911","0.95","45"
"47.2988936","5.3950273","U1115211","La Bèze à Vonges [Pont SNCF]","","245","","0.95","5"
"47.2958616","5.3976538","U111521101","La Bèze à Vonges [Pont SNCF] - Pont du moulin","","245","","0.95","5"
"47.2988928","5.395023","U111521102","La Bèze à Vonges [Pont SNCF] - Pont SNCF","","245","","0.95","5"
"47.3977719","5.3173926","U1115212","La Bèze à Mirebeau-sur-Bèze","","102","13.1","0.95","9"
"47.3977737","5.3173899","U111521201","La Bèze à Mirebeau-sur-Bèze","","102","13.1","0.95","9"
"47.3188829","5.3787281","U1115213","La Bèze à Saint-Léger-Triey","","141","","0.95","3"
"47.3188865","5.3787254","U111521301","La Bèze à Saint-Léger-Triey","","141","","0.95","3"
"47.3267688","5.3538578","U1115214","L'Albane à Saint-Léger-Triey","","70.7","3.17","0.95","12"
"47.3267652","5.3538528","U111521401","L'Albane à Saint-Léger-Triey","","70.7","3.17","0.95","12"
"47.190487","5.3789317","U1120010","La Saône à Auxonne","","8746","638","0.95","25"
"47.190487","5.3789317","U112001001","La Saône à Auxonne","","8746","638","0.95","25"
"47.5527382","5.1255629","U1204010","La Tille à Crécey-sur-Tille","","231","19.2","0.95","51"
"47.5527382","5.1255629","U120401001","La Tille à Crécey-sur-Tille","","231","19.2","0.95","51"
"47.6068696","5.0756404","U1204012","La Tille à Marey-sur-Tille","","196.7","15.4","0.95","21"
"47.6068728","5.0756323","U120401201","La Tille à Marey-sur-Tille","","196.7","15.4","0.95","21"
"47.5183108","5.1023682","U1215010","L'Ignon à Is-sur-Tille","","357","","0.95","0"
"47.5183108","5.1023682","U121501001","L'Ignon à Is-sur-Tille","","357","","0.95","0"
"47.5140544","5.054246","U1215020","L'Ignon à Diénay","","310","","0.95","0"
"47.5140544","5.054246","U121502001","L'Ignon à Diénay","","310","33.4","0.95","13"
"47.5145767","5.0316443","U1215030","L'Ignon à Villecomte","","304","30.3","0.95","30"
"47.5145767","5.0316443","U121503001","L'Ignon à Villecomte","","304","30.3","0.95","30"
"47.4939074","4.7620404","U1215040","L'Ignon à Poncey-sur-l'Ignon [Village]","","8.13","1.98","0.95","12"
"47.4939074","4.7620404","U121504001","L'Ignon à Poncey-sur-l'Ignon [Village]","","8.13","1.98","0.95","12"
"47.5156018","4.8172644","U1215041","L'Ignon à Lamargelle","","58.4","6.73","0.95","21"
"47.5155966","4.8172685","U121504101","L'Ignon à Lamargelle","","58.4","6.73","0.95","21"
"47.3730162","5.1891105","U1224010","La Tille à Arceau [Arcelot]","","846","47.4","0.95","56"
"47.3730162","5.1891105","U122401001","La Tille à Arceau [Arcelot]","","846","47.4","0.95","56"
